date,universe_n,held_pre,bought,sold,cash_pct
2025-12-01,200,0,6,0,47.54062322431073
2025-12-08,200,5,1,0,47.304380040343176
2025-12-15,200,6,4,0,6.998468967839338
2025-12-22,200,9,1,0,5.789984543584441
2025-12-29,200,9,1,0,5.121217084098655
2026-01-05,200,10,0,0,5.0511659528861514
2026-01-12,200,9,1,0,5.316063311419161
2026-01-19,200,10,0,0,5.35506375498982
2026-01-27,200,8,2,0,5.081661012932872
2026-02-02,200,10,0,0,5.1537201741566
2026-02-09,200,9,1,0,3.783592431180166
2026-02-16,200,10,0,0,3.781496998462117
2026-02-23,200,9,1,1,2.465479997065089
2026-03-02,200,10,0,0,2.5091427289530714
2026-03-09,200,8,1,0,13.6038369234559
2026-03-16,200,5,1,0,38.865617893865085
2026-03-23,200,3,0,2,67.5772488538432
2026-03-30,200,3,2,0,48.51326448414291
2026-04-06,200,4,5,1,9.907728161429441
2026-04-13,200,9,1,0,0.23721959939714352
2026-04-20,200,10,0,0,0.22866833357262656
2026-04-27,200,9,1,0,0.5553422657108625
2026-05-04,200,10,0,0,0.5529877727770449
2026-05-11,200,10,0,0,0.5385661399995214
2026-05-18,200,10,0,0,0.5443843950618827
2026-05-25,200,10,0,0,0.5310425269935025
